"Depth","Column","Parameter","Process","Coefficient","SRC","R2","adjR2"
60,7,"d18O_nitrification","Nitrification",0.0541881399420106,0.0562165176975285,0.916908002280257,0.914329285109644
60,7,"SP_denitrification","Nitrification",-0.353327425677847,-0.586731787234043,0.916908002280257,0.914329285109644
60,7,"d18O_denitrification","Nitrification",0.193577732850252,0.206440403251787,0.916908002280257,0.914329285109644
60,7,"eta_SP_reduction","Nitrification",0.666470266185537,0.345645131279094,0.916908002280257,0.914329285109644
60,7,"eta_18O_reduction","Nitrification",-0.326962480687869,-0.641578444451121,0.916908002280257,0.914329285109644
60,7,"BD","Denitrification",40.9233366308949,0.597310791779164,0.883230187411144,0.879606296675628
60,7,"eta_SP_diffusion","Denitrification",0.105419498496296,0.00683270153165712,0.883230187411144,0.879606296675628
60,7,"eta_18O_diffusion","Denitrification",-0.223319254310513,-0.014739642996499,0.883230187411144,0.879606296675628
60,7,"SP_nitrification","Denitrification",0.0876254115067681,0.0419137704418866,0.883230187411144,0.879606296675628
60,7,"d18O_nitrification","Denitrification",0.023559268546098,0.0175008833919608,0.883230187411144,0.879606296675628
60,7,"SP_denitrification","Denitrification",0.180372582860013,0.214472327487144,0.883230187411144,0.879606296675628
60,7,"d18O_denitrification","Denitrification",0.221170219955846,0.168890188985339,0.883230187411144,0.879606296675628
60,7,"eta_SP_reduction","Denitrification",-0.383099128316019,-0.142265403926231,0.883230187411144,0.879606296675628
60,7,"eta_18O_reduction","Denitrification",-0.428306185548556,-0.60178957940221,0.883230187411144,0.879606296675628
60,7,"BD","Reduction",136.4486086748,0.981475194483657,0.970893684493198,0.969990385046435
60,7,"eta_SP_diffusion","Reduction",0.239982061224887,0.00766533561381871,0.970893684493198,0.969990385046435
60,7,"eta_18O_diffusion","Reduction",0.330660453388776,0.010755335038557,0.970893684493198,0.969990385046435
60,7,"SP_nitrification","Reduction",0.0938281713244505,0.022117742780054,0.970893684493198,0.969990385046435
60,7,"d18O_nitrification","Reduction",-0.145411080490638,-0.0532324630108407,0.970893684493198,0.969990385046435
60,7,"SP_denitrification","Reduction",-0.0688086849939108,-0.0403204053642705,0.970893684493198,0.969990385046435
60,7,"d18O_denitrification","Reduction",-0.0857176840011543,-0.0322573800597675,0.970893684493198,0.969990385046435
60,7,"eta_SP_reduction","Reduction",0.0490305052862996,0.00897295309094056,0.970893684493198,0.969990385046435
60,7,"eta_18O_reduction","Reduction",0.0408562840581833,0.028289812696523,0.970893684493198,0.969990385046435
60,8,"BD","Nitrification",-9.26021647059543,-0.163716862460699,0.962681050415937,0.9615228761185
60,8,"eta_SP_diffusion","Nitrification",0.253559711739231,0.0214061276964552,0.962681050415937,0.9615228761185
60,8,"eta_18O_diffusion","Nitrification",0.217425731357981,0.0165972711134825,0.962681050415937,0.9615228761185
60,8,"SP_nitrification","Nitrification",-0.0548859575489844,-0.0289627723272804,0.962681050415937,0.9615228761185
60,8,"d18O_nitrification","Nitrification",0.0583169863891334,0.0485017255299336,0.962681050415937,0.9615228761185
60,8,"SP_denitrification","Nitrification",-0.47286486560692,-0.641592724175178,0.962681050415937,0.9615228761185
60,8,"d18O_denitrification","Nitrification",0.191692133091456,0.169889427105306,0.962681050415937,0.9615228761185
60,8,"eta_SP_reduction","Nitrification",0.851303396464697,0.359699327185118,0.962681050415937,0.9615228761185
60,8,"eta_18O_reduction","Nitrification",-0.367685177466612,-0.603412584075476,0.962681050415937,0.9615228761185
60,8,"BD","Denitrification",3.8974254330465,0.0531833446469407,0.982581147863366,0.982040562797057
60,8,"eta_SP_diffusion","Denitrification",0.010261532154068,0.000668645044262223,0.982581147863366,0.982040562797057
60,8,"eta_18O_diffusion","Denitrification",-0.471876446585578,-0.0278022283644277,0.982581147863366,0.982040562797057
60,8,"SP_nitrification","Denitrification",0.0689160421040757,0.0280688597140373,0.982581147863366,0.982040562797057
60,8,"d18O_nitrification","Denitrification",-0.0282998368927802,-0.0181665143522959,0.982581147863366,0.982040562797057
60,8,"SP_denitrification","Denitrification",0.203445959602106,0.213057590028384,0.982581147863366,0.982040562797057
60,8,"d18O_denitrification","Denitrification",0.375613557607777,0.25693831909013,0.982581147863366,0.982040562797057
60,8,"eta_SP_reduction","Denitrification",-0.386709970933551,-0.126114838119538,0.982581147863366,0.982040562797057
60,8,"eta_18O_reduction","Denitrification",-0.725385909800385,-0.918825232937513,0.982581147863366,0.982040562797057
60,8,"BD","Reduction",33.456330702076,0.810158846610482,0.838401311058213,0.833386179332433
60,8,"eta_SP_diffusion","Reduction",-0.313833961591623,-0.0362892003049294,0.838401311058213,0.833386179332433
60,8,"eta_18O_diffusion","Reduction",0.164361282327819,0.017184815185347,0.838401311058213,0.833386179332433
60,8,"SP_nitrification","Reduction",0.0688883740400328,0.0497902624650439,0.838401311058213,0.833386179332433
60,8,"d18O_nitrification","Reduction",-0.0735363309067706,-0.0837690653473327,0.838401311058213,0.833386179332433
60,8,"SP_denitrification","Reduction",-0.0839198995607639,-0.155957740811856,0.838401311058213,0.833386179332433
60,8,"d18O_denitrification","Reduction",-0.137885668925108,-0.167378930469761,0.838401311058213,0.833386179332433
60,8,"eta_SP_reduction","Reduction",0.13791931190254,0.0798178338553816,0.838401311058213,0.833386179332433
60,8,"eta_18O_reduction","Reduction",0.168917631039632,0.379693199766502,0.838401311058213,0.833386179332433
60,9,"BD","Nitrification",-32.9260605491592,-0.376739858667937,0.907779607661155,0.904917595485121
60,9,"eta_SP_diffusion","Nitrification",3.17214999999424,0.14819809326026,0.907779607661155,0.904917595485121
60,9,"eta_18O_diffusion","Nitrification",0.281718515674819,0.0142489166690512,0.907779607661155,0.904917595485121
60,9,"SP_nitrification","Nitrification",-0.149798068113421,-0.0502704730963567,0.907779607661155,0.904917595485121
60,9,"d18O_nitrification","Nitrification",0.00500005304810438,0.00267448234195856,0.907779607661155,0.904917595485121
60,9,"SP_denitrification","Nitrification",-0.99965529420264,-0.795885086346993,0.907779607661155,0.904917595485121
60,9,"d18O_denitrification","Nitrification",0.0474015121334778,0.0260558180992161,0.907779607661155,0.904917595485121
60,9,"eta_SP_reduction","Nitrification",0.988858021222164,0.256406752106688,0.907779607661155,0.904917595485121
60,9,"eta_18O_reduction","Nitrification",-0.0770052655505014,-0.0763329388680425,0.907779607661155,0.904917595485121
60,9,"BD","Denitrification",-145.006401199564,-0.694531852549242,0.957780421431244,0.956470158648076
60,9,"eta_SP_diffusion","Denitrification",0.112856037450407,0.00220707399571228,0.957780421431244,0.956470158648076
60,9,"eta_18O_diffusion","Denitrification",-4.14796352564095,-0.0878222540983889,0.957780421431244,0.956470158648076
60,9,"SP_nitrification","Denitrification",0.0105225166036558,0.00147818767019983,0.957780421431244,0.956470158648076
60,9,"d18O_nitrification","Denitrification",0.282323081447833,0.0632142084476966,0.957780421431244,0.956470158648076
60,9,"SP_denitrification","Denitrification",0.295883754559655,0.0986107843466345,0.957780421431244,0.956470158648076
60,9,"d18O_denitrification","Denitrification",1.45043759191171,0.33374499419218,0.957780421431244,0.956470158648076
60,9,"eta_SP_reduction","Denitrification",-0.324414255172472,-0.0352126444874399,0.957780421431244,0.956470158648076
60,9,"eta_18O_reduction","Denitrification",-1.32378839233619,-0.549304712590441,0.957780421431244,0.956470158648076
60,9,"BD","Reduction",-125.127592339613,-0.783078130980987,0.938194543862365,0.936276443499472
60,9,"eta_SP_diffusion","Reduction",2.77373098506145,0.0708766933606691,0.938194543862365,0.936276443499472
60,9,"eta_18O_diffusion","Reduction",-2.78700271049977,-0.0770999427679174,0.938194543862365,0.936276443499472
60,9,"SP_nitrification","Reduction",-0.119417564208944,-0.0219192241528726,0.938194543862365,0.936276443499472
60,9,"d18O_nitrification","Reduction",0.283205549826603,0.0828546891023273,0.938194543862365,0.936276443499472
60,9,"SP_denitrification","Reduction",-0.559074069801107,-0.243455536684657,0.938194543862365,0.936276443499472
60,9,"d18O_denitrification","Reduction",0.903283631145432,0.271573173461488,0.938194543862365,0.936276443499472
60,9,"eta_SP_reduction","Reduction",0.572538951406978,0.0811990156670169,0.938194543862365,0.936276443499472
60,9,"eta_18O_reduction","Reduction",-0.627776796952352,-0.340366673182513,0.938194543862365,0.936276443499472
60,10,"BD","Nitrification",-11.082578748513,-0.242338057439111,0.945634264915053,0.943947052446899
60,10,"eta_SP_diffusion","Nitrification",0.754856633723142,0.0819377101774016,0.945634264915053,0.943947052446899
60,10,"eta_18O_diffusion","Nitrification",-0.108127281952088,-0.00945783866594219,0.945634264915053,0.943947052446899
60,10,"SP_nitrification","Nitrification",-0.120082706311821,-0.0774120612488001,0.945634264915053,0.943947052446899
60,10,"d18O_nitrification","Nitrification",0.0372152596103702,0.0383187637642323,0.945634264915053,0.943947052446899
60,10,"SP_denitrification","Nitrification",-0.403104115074844,-0.677584987690199,0.945634264915053,0.943947052446899
60,10,"d18O_denitrification","Nitrification",0.165079293671521,0.180806017863261,0.945634264915053,0.943947052446899
60,10,"eta_SP_reduction","Nitrification",0.624248483971537,0.339671163806076,0.945634264915053,0.943947052446899
60,10,"eta_18O_reduction","Nitrification",-0.2754349384285,-0.5503329493798,0.945634264915053,0.943947052446899
60,10,"BD","Denitrification",20.1459774238288,0.303302684338659,0.939141789725663,0.937253086648184
60,10,"eta_SP_diffusion","Denitrification",-0.596723263001934,-0.0445963618542477,0.939141789725663,0.937253086648184
60,10,"eta_18O_diffusion","Denitrification",-0.255089976703865,-0.0153623312092507,0.939141789725663,0.937253086648184
60,10,"SP_nitrification","Denitrification",0.127795256620147,0.0567218012197435,0.939141789725663,0.937253086648184
60,10,"d18O_nitrification","Denitrification",0.043911443974151,0.0311297239708832,0.939141789725663,0.937253086648184
60,10,"SP_denitrification","Denitrification",0.172095394114568,0.199169533246343,0.939141789725663,0.937253086648184
60,10,"d18O_denitrification","Denitrification",0.364952378337525,0.275209608262568,0.939141789725663,0.937253086648184
60,10,"eta_SP_reduction","Denitrification",-0.367693489346853,-0.137750834213564,0.939141789725663,0.937253086648184
60,10,"eta_18O_reduction","Denitrification",-0.596293060583431,-0.820301218293646,0.939141789725663,0.937253086648184
60,10,"BD","Reduction",73.7968152742667,0.949253546967298,0.926192743563969,0.923902173536644
60,10,"eta_SP_diffusion","Reduction",-0.0393448736911779,-0.00251229893684262,0.926192743563969,0.923902173536644
60,10,"eta_18O_diffusion","Reduction",0.246966663583353,0.0127074603160596,0.926192743563969,0.923902173536644
60,10,"SP_nitrification","Reduction",0.159974921995771,0.0606657936650727,0.926192743563969,0.923902173536644
60,10,"d18O_nitrification","Reduction",-0.145881449920248,-0.0883597177168342,0.926192743563969,0.923902173536644
60,10,"SP_denitrification","Reduction",-0.0656063288693492,-0.0648718215048543,0.926192743563969,0.923902173536644
60,10,"d18O_denitrification","Reduction",0.0193133079261084,0.0124434485418215,0.926192743563969,0.923902173536644
60,10,"eta_SP_reduction","Reduction",0.11902567124451,0.038098303255644,0.926192743563969,0.923902173536644
60,10,"eta_18O_reduction","Reduction",-0.119513963401634,-0.140471735395027,0.926192743563969,0.923902173536644
60,11,"BD","Nitrification",-28.4100308149489,-0.623109283524304,0.927720301254196,0.925477138189671
60,11,"eta_SP_diffusion","Nitrification",0.448722158345754,0.0430853894027066,0.927720301254196,0.925477138189671
60,11,"eta_18O_diffusion","Nitrification",-0.0831734691896955,-0.00750940762762443,0.927720301254196,0.925477138189671
60,11,"SP_nitrification","Nitrification",0.0339286073638785,0.0219534350338927,0.927720301254196,0.925477138189671
60,11,"d18O_nitrification","Nitrification",0.0306172501923006,0.0331900584728662,0.927720301254196,0.925477138189671
60,11,"SP_denitrification","Nitrification",-0.367495620221208,-0.645217611574313,0.927720301254196,0.925477138189671
60,11,"d18O_denitrification","Nitrification",0.0271551842233996,0.0298824880641957,0.927720301254196,0.925477138189671
60,11,"eta_SP_reduction","Nitrification",0.605365745342113,0.311850695409824,0.927720301254196,0.925477138189671
60,11,"eta_18O_reduction","Nitrification",-0.0553299955975889,-0.107563614845787,0.927720301254196,0.925477138189671
60,11,"BD","Denitrification",25.4773558437233,0.348422921305968,0.937780741776052,0.935849799279447
60,11,"eta_SP_diffusion","Denitrification",-0.0476524995188883,-0.00285297548541073,0.937780741776052,0.935849799279447
60,11,"eta_18O_diffusion","Denitrification",-0.214987802034853,-0.0121030417249942,0.937780741776052,0.935849799279447
60,11,"SP_nitrification","Denitrification",0.0245716412848118,0.00991357882239969,0.937780741776052,0.935849799279447
60,11,"d18O_nitrification","Denitrification",-0.108703322815786,-0.0734758302185498,0.937780741776052,0.935849799279447
60,11,"SP_denitrification","Denitrification",0.175087797561403,0.191676898362579,0.937780741776052,0.935849799279447
60,11,"d18O_denitrification","Denitrification",0.426077545275465,0.292356326411414,0.937780741776052,0.935849799279447
60,11,"eta_SP_reduction","Denitrification",-0.258684357839465,-0.0830919383990968,0.937780741776052,0.935849799279447
60,11,"eta_18O_reduction","Denitrification",-0.686936360228234,-0.832685698685167,0.937780741776052,0.935849799279447
60,11,"BD","Reduction",130.330501865222,0.976057679805745,0.963841466539334,0.962719305156072
60,11,"eta_SP_diffusion","Reduction",0.128011068593939,0.00419698027162862,0.963841466539334,0.962719305156072
60,11,"eta_18O_diffusion","Reduction",-0.189933970726444,-0.00585545178185524,0.963841466539334,0.962719305156072
60,11,"SP_nitrification","Reduction",0.217883149906025,0.048138992109195,0.963841466539334,0.962719305156072
60,11,"d18O_nitrification","Reduction",-0.0827584107557222,-0.0306330948004563,0.963841466539334,0.962719305156072
60,11,"SP_denitrification","Reduction",-0.0796820542881171,-0.0477695847538015,0.963841466539334,0.962719305156072
60,11,"d18O_denitrification","Reduction",-0.040448236812634,-0.0151984918373324,0.963841466539334,0.962719305156072
60,11,"eta_SP_reduction","Reduction",0.0738449902953474,0.0129893317892639,0.963841466539334,0.962719305156072
60,11,"eta_18O_reduction","Reduction",-0.0367020461630939,-0.024363065273934,0.963841466539334,0.962719305156072
60,12,"BD","Nitrification",-22.2823851540532,-0.493650713992698,0.890332294953908,0.886928814452478
60,12,"eta_SP_diffusion","Nitrification",1.9035559179713,0.17976740495702,0.890332294953908,0.886928814452478
60,12,"eta_18O_diffusion","Nitrification",-0.184270187971826,-0.0176968265287876,0.890332294953908,0.886928814452478
60,12,"SP_nitrification","Nitrification",-0.19205968839257,-0.127917768034311,0.890332294953908,0.886928814452478
60,12,"d18O_nitrification","Nitrification",0.0313889151977407,0.0321710771460138,0.890332294953908,0.886928814452478
60,12,"SP_denitrification","Nitrification",-0.426533866437495,-0.745477329494257,0.890332294953908,0.886928814452478
60,12,"d18O_denitrification","Nitrification",-0.00121248430866728,-0.00134070560243578,0.890332294953908,0.886928814452478
60,12,"eta_SP_reduction","Nitrification",0.195041639271124,0.101064175709832,0.890332294953908,0.886928814452478
60,12,"eta_18O_reduction","Nitrification",-0.040081147831804,-0.0785843018471911,0.890332294953908,0.886928814452478
60,12,"BD","Denitrification",-93.1989510747512,-0.896558750594487,0.92539915963472,0.923083961140625
60,12,"eta_SP_diffusion","Denitrification",-0.751181968868999,-0.0308035025587194,0.92539915963472,0.923083961140625
60,12,"eta_18O_diffusion","Denitrification",-3.11467520701079,-0.129886112125624,0.92539915963472,0.923083961140625
60,12,"SP_nitrification","Denitrification",0.192142699009855,0.0555684363823371,0.92539915963472,0.923083961140625
60,12,"d18O_nitrification","Denitrification",0.16591225929468,0.0738375723144639,0.92539915963472,0.923083961140625
60,12,"SP_denitrification","Denitrification",0.219671609724167,0.166711089699513,0.92539915963472,0.923083961140625
60,12,"d18O_denitrification","Denitrification",0.540134382134279,0.259339552336024,0.92539915963472,0.923083961140625
60,12,"eta_SP_reduction","Denitrification",-0.107595076795238,-0.0242087260623517,0.92539915963472,0.923083961140625
60,12,"eta_18O_reduction","Denitrification",-0.147689555837425,-0.125734676818354,0.92539915963472,0.923083961140625
60,12,"BD","Reduction",-69.5404977556522,-0.826743129600755,0.773011134456516,0.765966652422407
60,12,"eta_SP_diffusion","Reduction",1.18346984490641,0.0599759607444645,0.773011134456516,0.765966652422407
60,12,"eta_18O_diffusion","Reduction",-2.68461266180048,-0.13835557257366,0.773011134456516,0.765966652422407
60,12,"SP_nitrification","Reduction",0.141262027220957,0.0504887704470365,0.773011134456516,0.765966652422407
60,12,"d18O_nitrification","Reduction",0.150596104440977,0.0828281078146785,0.773011134456516,0.765966652422407
60,12,"SP_denitrification","Reduction",-0.114576520912645,-0.10746109436722,0.773011134456516,0.765966652422407
60,12,"d18O_denitrification","Reduction",0.253438407154123,0.150384970365575,0.773011134456516,0.765966652422407
60,12,"eta_SP_reduction","Reduction",-0.0351685469446655,-0.00977910325276965,0.773011134456516,0.765966652422407
60,12,"eta_18O_reduction","Reduction",0.0773795348991426,0.0814135084754976,0.773011134456516,0.765966652422407
90,1,"BD","Nitrification",-5.81751788521674,-0.123007127883039,0.951343553502946,0.949833525853037
90,1,"eta_SP_diffusion","Nitrification",0.16831718837865,0.0157944532408654,0.951343553502946,0.949833525853037
90,1,"eta_18O_diffusion","Nitrification",0.163774152108751,0.0156729078560012,0.951343553502946,0.949833525853037
90,1,"SP_nitrification","Nitrification",0.0286408913632037,0.0181371626441688,0.951343553502946,0.949833525853037
90,1,"d18O_nitrification","Nitrification",0.012953417227316,0.0135703311626694,0.951343553502946,0.949833525853037
90,1,"SP_denitrification","Nitrification",-0.375141861871631,-0.652095967330332,0.951343553502946,0.949833525853037
90,1,"d18O_denitrification","Nitrification",0.109210699776577,0.112588677334686,0.951343553502946,0.949833525853037
90,1,"eta_SP_reduction","Nitrification",0.92949741579607,0.476546792530114,0.951343553502946,0.949833525853037
90,1,"eta_18O_reduction","Nitrification",-0.27533580868514,-0.513429672722922,0.951343553502946,0.949833525853037
90,1,"BD","Denitrification",18.8906923884823,0.295381957925328,0.975012181849071,0.97423669783749
90,1,"eta_SP_diffusion","Denitrification",-0.0498771481740279,-0.00346115684441009,0.975012181849071,0.97423669783749
90,1,"eta_18O_diffusion","Denitrification",-0.293170882041427,-0.0207476346575932,0.975012181849071,0.97423669783749
90,1,"SP_nitrification","Denitrification",0.0254691791017491,0.0119272769232241,0.975012181849071,0.97423669783749
90,1,"d18O_nitrification","Denitrification",-0.0336174231606714,-0.0260443816220122,0.975012181849071,0.97423669783749
90,1,"SP_denitrification","Denitrification",0.203001478887915,0.260950855165404,0.975012181849071,0.97423669783749
90,1,"d18O_denitrification","Denitrification",0.239734694270463,0.182769597070847,0.975012181849071,0.97423669783749
90,1,"eta_SP_reduction","Denitrification",-0.529042423114489,-0.200581742897128,0.975012181849071,0.97423669783749
90,1,"eta_18O_reduction","Denitrification",-0.636274153968242,-0.877417085807344,0.975012181849071,0.97423669783749
90,1,"BD","Reduction",59.7115179443866,0.908384291063611,0.864654046978089,0.860453655332582
90,1,"eta_SP_diffusion","Reduction",-0.242640897632178,-0.0163817043987116,0.864654046978089,0.860453655332582
90,1,"eta_18O_diffusion","Reduction",-0.288684496662006,-0.0198768076295228,0.864654046978089,0.860453655332582
90,1,"SP_nitrification","Reduction",0.0107278323442524,0.00488780360979142,0.864654046978089,0.860453655332582
90,1,"d18O_nitrification","Reduction",-0.0919387733697798,-0.0692984864821319,0.864654046978089,0.860453655332582
90,1,"SP_denitrification","Reduction",-0.0556906635581104,-0.0696493920659295,0.864654046978089,0.860453655332582
90,1,"d18O_denitrification","Reduction",-0.149728870571923,-0.111059068993821,0.864654046978089,0.860453655332582
90,1,"eta_SP_reduction","Reduction",-0.0147076575824554,-0.00542525089059467,0.864654046978089,0.860453655332582
90,1,"eta_18O_reduction","Reduction",0.0944482559759704,0.126715914647223,0.864654046978089,0.860453655332582
90,2,"BD","Nitrification",-9.86927950342794,-0.250160995894411,0.881617812449614,0.877943882491154
90,2,"eta_SP_diffusion","Nitrification",0.441722956869306,0.0495252074202525,0.881617812449614,0.877943882491154
90,2,"eta_18O_diffusion","Nitrification",0.300406202296914,0.0332447396122073,0.881617812449614,0.877943882491154
90,2,"SP_nitrification","Nitrification",0.0142478338373005,0.0111464557820826,0.881617812449614,0.877943882491154
90,2,"d18O_nitrification","Nitrification",-0.00119008894482753,-0.00136285751432257,0.881617812449614,0.877943882491154
90,2,"SP_denitrification","Nitrification",-0.333066845114685,-0.700955478150615,0.881617812449614,0.877943882491154
90,2,"d18O_denitrification","Nitrification",0.071910324320641,0.0911348760175459,0.881617812449614,0.877943882491154
90,2,"eta_SP_reduction","Nitrification",0.636503926399877,0.383512568592748,0.881617812449614,0.877943882491154
90,2,"eta_18O_reduction","Nitrification",-0.186844387316639,-0.446924661965627,0.881617812449614,0.877943882491154
90,2,"BD","Denitrification",29.3086882128745,0.404430292544308,0.967097052807834,0.966075926860491
90,2,"eta_SP_diffusion","Denitrification",-0.256604496597846,-0.0156622352555194,0.967097052807834,0.966075926860491
90,2,"eta_18O_diffusion","Denitrification",-0.301458496907634,-0.0181616255871278,0.967097052807834,0.966075926860491
90,2,"SP_nitrification","Denitrification",0.0461828674181439,0.0196689872167273,0.967097052807834,0.966075926860491
90,2,"d18O_nitrification","Denitrification",0.00567730409240577,0.00353937302937134,0.967097052807834,0.966075926860491
90,2,"SP_denitrification","Denitrification",0.161774784439791,0.185345910789182,0.967097052807834,0.966075926860491
90,2,"d18O_denitrification","Denitrification",0.281503091851077,0.19421808917179,0.967097052807834,0.966075926860491
90,2,"eta_SP_reduction","Denitrification",-0.282335360901502,-0.0926097979966821,0.967097052807834,0.966075926860491
90,2,"eta_18O_reduction","Denitrification",-0.636914463580499,-0.82937038443389,0.967097052807834,0.966075926860491
90,2,"BD","Reduction",87.9785596011749,0.930925464472918,0.953561765367746,0.95212057877571
90,2,"eta_SP_diffusion","Reduction",0.052622179520553,0.00246291304222502,0.953561765367746,0.95212057877571
90,2,"eta_18O_diffusion","Reduction",-0.409115775913544,-0.0189001034603806,0.953561765367746,0.95212057877571
90,2,"SP_nitrification","Reduction",0.0759788593369561,0.0248133064586204,0.953561765367746,0.95212057877571
90,2,"d18O_nitrification","Reduction",-0.07568690930643,-0.0361822622805698,0.953561765367746,0.95212057877571
90,2,"SP_denitrification","Reduction",-0.0884840684352994,-0.0777370450342231,0.953561765367746,0.95212057877571
90,2,"d18O_denitrification","Reduction",-0.00923043418369184,-0.00488336744674382,0.953561765367746,0.95212057877571
90,2,"eta_SP_reduction","Reduction",0.138788242103433,0.0349088147467361,0.953561765367746,0.95212057877571
90,2,"eta_18O_reduction","Reduction",-0.17961854769395,-0.179353294547565,0.953561765367746,0.95212057877571
90,3,"BD","Nitrification",-7.89900569075555,-0.149928242433535,0.962155115492308,0.960980619076552
90,3,"eta_SP_diffusion","Nitrification",0.172677344715371,0.013901077161686,0.962155115492308,0.960980619076552
90,3,"eta_18O_diffusion","Nitrification",0.141565868471865,0.0113060340273565,0.962155115492308,0.960980619076552
90,3,"SP_nitrification","Nitrification",-0.0403308648245883,-0.0253198790487618,0.962155115492308,0.960980619076552
90,3,"d18O_nitrification","Nitrification",0.0318935455814358,0.0312596841040535,0.962155115492308,0.960980619076552
90,3,"SP_denitrification","Nitrification",-0.433584342994758,-0.669469128854731,0.962155115492308,0.960980619076552
90,3,"d18O_denitrification","Nitrification",0.154777792725315,0.148899579393272,0.962155115492308,0.960980619076552
90,3,"eta_SP_reduction","Nitrification",0.856907532181726,0.399371422872141,0.962155115492308,0.960980619076552
90,3,"eta_18O_reduction","Nitrification",-0.342610551858227,-0.588929644563054,0.962155115492308,0.960980619076552
90,3,"BD","Denitrification",11.1575298618486,0.181493813392287,0.964738677589534,0.96364436068714
90,3,"eta_SP_diffusion","Denitrification",-0.201941093714897,-0.0139322269708791,0.964738677589534,0.96364436068714
90,3,"eta_18O_diffusion","Denitrification",0.0498044788842952,0.00340881063133326,0.964738677589534,0.96364436068714
90,3,"SP_nitrification","Denitrification",0.0531558263354891,0.0285994519305976,0.964738677589534,0.96364436068714
90,3,"d18O_nitrification","Denitrification",-0.00149715402610831,-0.00125756664555298,0.964738677589534,0.96364436068714
90,3,"SP_denitrification","Denitrification",0.208722699070344,0.27619091633693,0.964738677589534,0.96364436068714
90,3,"d18O_denitrification","Denitrification",0.348202875429287,0.287078005264156,0.964738677589534,0.96364436068714
90,3,"eta_SP_reduction","Denitrification",-0.419919762434084,-0.167722792308034,0.964738677589534,0.96364436068714
90,3,"eta_18O_reduction","Denitrification",-0.581228086398082,-0.856233111122082,0.964738677589534,0.96364436068714
90,3,"BD","Reduction",55.3858903230329,0.89265151267229,0.954713914008827,0.953308483753928
90,3,"eta_SP_diffusion","Reduction",-0.0161221437064177,-0.00110206614402335,0.954713914008827,0.953308483753928
90,3,"eta_18O_diffusion","Reduction",-0.0149948484886451,-0.00101687037090934,0.954713914008827,0.953308483753928
90,3,"SP_nitrification","Reduction",0.0735234428057494,0.0391941912808691,0.954713914008827,0.953308483753928
90,3,"d18O_nitrification","Reduction",-0.0559564115079006,-0.0465696977098313,0.954713914008827,0.953308483753928
90,3,"SP_denitrification","Reduction",-0.0157485726704704,-0.0206476173740376,0.954713914008827,0.953308483753928
90,3,"d18O_denitrification","Reduction",-0.108910119172854,-0.0889661580090631,0.954713914008827,0.953308483753928
90,3,"eta_SP_reduction","Reduction",0.00649543133190065,0.002570530740665,0.954713914008827,0.953308483753928
90,3,"eta_18O_reduction","Reduction",0.248762233374728,0.363093863551939,0.954713914008827,0.953308483753928
90,4,"BD","Nitrification",-20.3744675593944,-0.670523371601887,0.805489052913282,0.799452506279557
90,4,"eta_SP_diffusion","Nitrification",0.622111118068245,0.0880568018361853,0.805489052913282,0.799452506279557
90,4,"eta_18O_diffusion","Nitrification",-0.706579413759409,-0.0976846836657364,0.805489052913282,0.799452506279557
90,4,"SP_nitrification","Nitrification",-0.0543901931366994,-0.0519830470223779,0.805489052913282,0.799452506279557
90,4,"d18O_nitrification","Nitrification",0.0038491328426262,0.00619527726252162,0.805489052913282,0.799452506279557
90,4,"SP_denitrification","Nitrification",-0.197120386183011,-0.464216558444152,0.805489052913282,0.799452506279557
90,4,"d18O_denitrification","Nitrification",0.0837239525387512,0.130600125612069,0.805489052913282,0.799452506279557
90,4,"eta_SP_reduction","Nitrification",0.313476180770824,0.23482470171308,0.805489052913282,0.799452506279557
90,4,"eta_18O_reduction","Nitrification",-0.100887124302632,-0.289391716387974,0.805489052913282,0.799452506279557
90,4,"BD","Denitrification",46.4970786422679,0.885869902496593,0.810611351118259,0.80473377235986
90,4,"eta_SP_diffusion","Denitrification",0.180148469147566,0.0147618962449303,0.810611351118259,0.80473377235986
90,4,"eta_18O_diffusion","Denitrification",-0.879568608225934,-0.070396625701017,0.810611351118259,0.80473377235986
90,4,"SP_nitrification","Denitrification",0.118463343448057,0.0655453285220746,0.810611351118259,0.80473377235986
90,4,"d18O_nitrification","Denitrification",0.0322558641472565,0.0300554445696868,0.810611351118259,0.80473377235986
90,4,"SP_denitrification","Denitrification",0.103215864283541,0.140718814294667,0.810611351118259,0.80473377235986
90,4,"d18O_denitrification","Denitrification",0.010447171397421,0.00943428993815649,0.810611351118259,0.80473377235986
90,4,"eta_SP_reduction","Denitrification",-0.142806167898662,-0.0619302488517054,0.810611351118259,0.80473377235986
90,4,"eta_18O_reduction","Denitrification",-0.148666333542372,-0.246876419892596,0.810611351118259,0.80473377235986
90,4,"BD","Reduction",163.818144145279,0.987135273059473,0.990420457488236,0.99012316134132
90,4,"eta_SP_diffusion","Reduction",0.271276233732729,0.00703062136764744,0.990420457488236,0.99012316134132
90,4,"eta_18O_diffusion","Reduction",-0.592401848448542,-0.0149957750360271,0.990420457488236,0.99012316134132
90,4,"SP_nitrification","Reduction",0.0466551950916815,0.00816447302444637,0.990420457488236,0.99012316134132
90,4,"d18O_nitrification","Reduction",-0.0293752215971086,-0.0086569720697307,0.990420457488236,0.99012316134132
