"Depth","Column","Parameter","Process","Coefficient","SRC","R2","adjR2"
30,3,"SP_denitrification","Reduction",0.101544597503072,0.1113436794002,0.978770949137905,0.978112116524943
30,3,"d18O_denitrification","Reduction",-0.401127767250057,-0.308567719998765,0.978770949137905,0.978112116524943
30,3,"eta_SP_reduction","Reduction",-0.0268126761642897,-0.00964872774742262,0.978770949137905,0.978112116524943
30,3,"eta_18O_reduction","Reduction",0.644364473778456,0.902500233118152,0.978770949137905,0.978112116524943
30,4,"BD","Nitrification",-68.3228536402912,-0.641618984107474,0.967417488105427,0.966406306701802
30,4,"eta_SP_diffusion","Nitrification",1.13787108999858,0.0460371363414968,0.967417488105427,0.966406306701802
30,4,"eta_18O_diffusion","Nitrification",-0.984468507262225,-0.0373186869315041,0.967417488105427,0.966406306701802
30,4,"SP_nitrification","Nitrification",-0.493496753678,-0.140947992175029,0.967417488105427,0.966406306701802
30,4,"d18O_nitrification","Nitrification",0.265449529290776,0.118012459642835,0.967417488105427,0.966406306701802
30,4,"SP_denitrification","Nitrification",-0.730330186226105,-0.57040670560655,0.967417488105427,0.966406306701802
30,4,"d18O_denitrification","Nitrification",0.290327053954483,0.132496177630379,0.967417488105427,0.966406306701802
30,4,"eta_SP_reduction","Nitrification",1.00070369413021,0.223299919348691,0.967417488105427,0.966406306701802
30,4,"eta_18O_reduction","Nitrification",-0.443251614326439,-0.373823360600152,0.967417488105427,0.966406306701802
30,4,"BD","Denitrification",-50.5635905466903,-0.603502763358331,0.892819339442537,0.889493043080408
30,4,"eta_SP_diffusion","Denitrification",-1.46368003252675,-0.0752647347177062,0.892819339442537,0.889493043080408
30,4,"eta_18O_diffusion","Denitrification",-0.33985409377081,-0.0163737132932255,0.892819339442537,0.889493043080408
30,4,"SP_nitrification","Denitrification",0.401022842165233,0.145570660745134,0.892819339442537,0.889493043080408
30,4,"d18O_nitrification","Denitrification",0.199384669135595,0.112659498496214,0.892819339442537,0.889493043080408
30,4,"SP_denitrification","Denitrification",0.566229532726558,0.562066934393651,0.892819339442537,0.889493043080408
30,4,"d18O_denitrification","Denitrification",0.253783581388438,0.147200577317181,0.892819339442537,0.889493043080408
30,4,"eta_SP_reduction","Denitrification",-0.687000783601485,-0.194836556233903,0.892819339442537,0.889493043080408
30,4,"eta_18O_reduction","Denitrification",-0.255545030216559,-0.273913665607733,0.892819339442537,0.889493043080408
30,4,"BD","Reduction",-15.1242555011769,-0.123075303051746,0.884167931494256,0.880573143161319
30,4,"eta_SP_diffusion","Reduction",-1.22097454931623,-0.042806286070242,0.884167931494256,0.880573143161319
30,4,"eta_18O_diffusion","Reduction",2.61619232395227,0.0859369417108512,0.884167931494256,0.880573143161319
30,4,"SP_nitrification","Reduction",0.255869519859275,0.063325532141104,0.884167931494256,0.880573143161319
30,4,"d18O_nitrification","Reduction",-0.37993784963321,-0.146367334250052,0.884167931494256,0.880573143161319
30,4,"SP_denitrification","Reduction",0.429615459170644,0.29075753060251,0.884167931494256,0.880573143161319
30,4,"d18O_denitrification","Reduction",-0.537153904881035,-0.212422384608082,0.884167931494256,0.880573143161319
30,4,"eta_SP_reduction","Reduction",-0.252321947583208,-0.0487892106310688,0.884167931494256,0.880573143161319
30,4,"eta_18O_reduction","Reduction",1.20865913423757,0.883294752106238,0.884167931494256,0.880573143161319
30,5,"BD","Nitrification",-18.9636109270431,-0.273608170598636,0.976527055890451,0.975798585211189
30,5,"eta_SP_diffusion","Nitrification",0.331077075626414,0.0226797183731647,0.976527055890451,0.975798585211189
30,5,"eta_18O_diffusion","Nitrification",-0.453275504595573,-0.0273007506113688,0.976527055890451,0.975798585211189
30,5,"SP_nitrification","Nitrification",-0.17687041964027,-0.0797311216803354,0.976527055890451,0.975798585211189
30,5,"d18O_nitrification","Nitrification",0.107233208081781,0.0753212326703232,0.976527055890451,0.975798585211189
30,5,"SP_denitrification","Nitrification",-0.422007225918196,-0.491447353837084,0.976527055890451,0.975798585211189
30,5,"d18O_denitrification","Nitrification",0.220562466982602,0.165245508721328,0.976527055890451,0.975798585211189
30,5,"eta_SP_reduction","Nitrification",1.07479807208348,0.376420246883714,0.976527055890451,0.975798585211189
30,5,"eta_18O_reduction","Nitrification",-0.544001384443249,-0.722939309389837,0.976527055890451,0.975798585211189
30,5,"BD","Denitrification",2.13768825082626,0.0420050567095195,0.972829207731249,0.971985976247046
30,5,"eta_SP_diffusion","Denitrification",-0.308018461706445,-0.0287365398421066,0.972829207731249,0.971985976247046
30,5,"eta_18O_diffusion","Denitrification",-0.183857618102692,-0.0150814516589393,0.972829207731249,0.971985976247046
30,5,"SP_nitrification","Denitrification",0.105823245321096,0.0649685124309871,0.972829207731249,0.971985976247046
30,5,"d18O_nitrification","Denitrification",0.0441279120168129,0.0422134335044335,0.972829207731249,0.971985976247046
30,5,"SP_denitrification","Denitrification",0.238613685432825,0.378444014998609,0.972829207731249,0.971985976247046
30,5,"d18O_denitrification","Denitrification",0.206978965015197,0.211190045558662,0.972829207731249,0.971985976247046
30,5,"eta_SP_reduction","Denitrification",-0.583985411814121,-0.278546223059917,0.972829207731249,0.971985976247046
30,5,"eta_18O_reduction","Denitrification",-0.461871131471682,-0.83593369710836,0.972829207731249,0.971985976247046
30,5,"BD","Reduction",15.97242110393,0.333539631212138,0.973803973314195,0.97299099317567
30,5,"eta_SP_diffusion","Reduction",-0.118676465876563,-0.0117663515089365,0.973803973314195,0.97299099317567
30,5,"eta_18O_diffusion","Reduction",0.103801495592274,0.00904866719495449,0.973803973314195,0.97299099317567
30,5,"SP_nitrification","Reduction",0.0759332551266154,0.049541979141064,0.973803973314195,0.97299099317567
30,5,"d18O_nitrification","Reduction",-0.174963661779613,-0.177870794945881,0.973803973314195,0.97299099317567
30,5,"SP_denitrification","Reduction",0.025909667649571,0.043670445520207,0.973803973314195,0.97299099317567
30,5,"d18O_denitrification","Reduction",-0.176113427947707,-0.190967380495852,0.973803973314195,0.97299099317567
30,5,"eta_SP_reduction","Reduction",0.0424352523961802,0.0215100565810939,0.973803973314195,0.97299099317567
30,5,"eta_18O_reduction","Reduction",0.465014375991559,0.894410483569263,0.973803973314195,0.97299099317567
30,6,"BD","Nitrification",-6.02002317694983,-0.085681270208148,0.975025787325706,0.974250725553055
30,6,"eta_SP_diffusion","Nitrification",0.167707594820262,0.0111307885448696,0.975025787325706,0.974250725553055
30,6,"eta_18O_diffusion","Nitrification",-0.197334766192251,-0.0129476705428402,0.975025787325706,0.974250725553055
30,6,"SP_nitrification","Nitrification",-0.142318185188168,-0.0658741050594964,0.975025787325706,0.974250725553055
30,6,"d18O_nitrification","Nitrification",0.0598701970162581,0.0422283856080954,0.975025787325706,0.974250725553055
30,6,"SP_denitrification","Nitrification",-0.44401979922629,-0.520841977101074,0.975025787325706,0.974250725553055
30,6,"d18O_denitrification","Nitrification",0.216656946505392,0.160484746752033,0.975025787325706,0.974250725553055
30,6,"eta_SP_reduction","Nitrification",1.01278278764581,0.371434519243694,0.975025787325706,0.974250725553055
30,6,"eta_18O_reduction","Nitrification",-0.533388941519273,-0.723104179229461,0.975025787325706,0.974250725553055
30,6,"BD","Denitrification",5.39701495849086,0.0951188561975595,0.978007169194637,0.977324633066195
30,6,"eta_SP_diffusion","Denitrification",-0.0204532034059608,-0.00168096938499622,0.978007169194637,0.977324633066195
30,6,"eta_18O_diffusion","Denitrification",-0.0233792234046444,-0.00189951785516772,0.978007169194637,0.977324633066195
30,6,"SP_nitrification","Denitrification",0.124605684706965,0.0714196062587551,0.978007169194637,0.977324633066195
30,6,"d18O_nitrification","Denitrification",0.0442453219888367,0.0386443863993432,0.978007169194637,0.977324633066195
30,6,"SP_denitrification","Denitrification",0.231481976181472,0.336237454047595,0.978007169194637,0.977324633066195
30,6,"d18O_denitrification","Denitrification",0.218233509711481,0.200174081758999,0.978007169194637,0.977324633066195
30,6,"eta_SP_reduction","Denitrification",-0.49743232445012,-0.225904675009513,0.978007169194637,0.977324633066195
30,6,"eta_18O_reduction","Denitrification",-0.519646982240301,-0.87234954371889,0.978007169194637,0.977324633066195
30,6,"BD","Reduction",27.9118910176425,0.561183850854453,0.95506298570151,0.953668388706039
30,6,"eta_SP_diffusion","Reduction",0.0346647284884859,0.00325004351651256,0.95506298570151,0.953668388706039
30,6,"eta_18O_diffusion","Reduction",0.0526070405522093,0.00487595935560564,0.95506298570151,0.953668388706039
30,6,"SP_nitrification","Reduction",0.0729531350684932,0.047700887800981,0.95506298570151,0.953668388706039
30,6,"d18O_nitrification","Reduction",-0.0825687399727489,-0.0822692654642288,0.95506298570151,0.953668388706039
30,6,"SP_denitrification","Reduction",-0.0199616502805988,-0.0330771632416011,0.95506298570151,0.953668388706039
30,6,"d18O_denitrification","Reduction",-0.201883505289679,-0.211246805969742,0.95506298570151,0.953668388706039
30,6,"eta_SP_reduction","Reduction",0.0333093214157184,0.0172567857432949,0.95506298570151,0.953668388706039
30,6,"eta_18O_reduction","Reduction",0.38839158744634,0.743797732204071,0.95506298570151,0.953668388706039
30,7,"BD","Nitrification",-7.20901776968369,-0.111863195147607,0.977879440373439,0.977192940247097
30,7,"eta_SP_diffusion","Nitrification",0.777218689852071,0.0535543121020435,0.977879440373439,0.977192940247097
30,7,"eta_18O_diffusion","Nitrification",-0.376862512063262,-0.0237212892890521,0.977879440373439,0.977192940247097
30,7,"SP_nitrification","Nitrification",-0.0719050874320822,-0.0339012905390807,0.977879440373439,0.977192940247097
30,7,"d18O_nitrification","Nitrification",0.0623752536346605,0.0441549990983318,0.977879440373439,0.977192940247097
30,7,"SP_denitrification","Nitrification",-0.523914060981174,-0.59937487361514,0.977879440373439,0.977192940247097
30,7,"d18O_denitrification","Nitrification",0.199418323899845,0.154382685893606,0.977879440373439,0.977192940247097
30,7,"eta_SP_reduction","Nitrification",1.00802078073328,0.366812443587101,0.977879440373439,0.977192940247097
30,7,"eta_18O_reduction","Nitrification",-0.451972436350317,-0.627203650419962,0.977879440373439,0.977192940247097
30,7,"BD","Denitrification",-26.2558068949458,-0.454125987621283,0.958995335893681,0.957722777352451
30,7,"eta_SP_diffusion","Denitrification",-0.603604864957592,-0.0463600401057228,0.958995335893681,0.957722777352451
30,7,"eta_18O_diffusion","Denitrification",-0.251267390523087,-0.0176291487657935,0.958995335893681,0.957722777352451
30,7,"SP_nitrification","Denitrification",0.0742210157260606,0.0390052771112159,0.958995335893681,0.957722777352451
30,7,"d18O_nitrification","Denitrification",-0.0393430151015073,-0.0310438128850093,0.958995335893681,0.957722777352451
30,7,"SP_denitrification","Denitrification",0.270427431660032,0.34484908977467,0.958995335893681,0.957722777352451
30,7,"d18O_denitrification","Denitrification",0.331724695882973,0.286253758158374,0.958995335893681,0.957722777352451
30,7,"eta_SP_reduction","Denitrification",-0.48695067884643,-0.197514694882166,0.958995335893681,0.957722777352451
30,7,"eta_18O_reduction","Denitrification",-0.497995148706006,-0.770303021181068,0.958995335893681,0.957722777352451
30,7,"BD","Reduction",19.7121920843493,0.356900495440398,0.976111503183751,0.975370136041178
30,7,"eta_SP_diffusion","Reduction",0.203323238886654,0.0163470478331754,0.976111503183751,0.975370136041178
30,7,"eta_18O_diffusion","Reduction",0.441559601264565,0.0324299133446011,0.976111503183751,0.975370136041178
30,7,"SP_nitrification","Reduction",0.0403526776472578,0.0221988294677798,0.976111503183751,0.975370136041178
30,7,"d18O_nitrification","Reduction",-0.105648627838963,-0.0872634785162818,0.976111503183751,0.975370136041178
30,7,"SP_denitrification","Reduction",0.00407762476122375,0.00544310661376805,0.976111503183751,0.975370136041178
30,7,"d18O_denitrification","Reduction",-0.327049377645409,-0.295425488382104,0.976111503183751,0.975370136041178
30,7,"eta_SP_reduction","Reduction",0.0689520980729105,0.0292767702507882,0.976111503183751,0.975370136041178
30,7,"eta_18O_reduction","Reduction",0.557421656253277,0.902571402754026,0.976111503183751,0.975370136041178
30,8,"BD","Nitrification",-15.9601529785592,-0.238426573922463,0.977458098303129,0.976758522043571
30,8,"eta_SP_diffusion","Nitrification",0.425312226988397,0.0274872384759618,0.977458098303129,0.976758522043571
30,8,"eta_18O_diffusion","Nitrification",-0.10009686656564,-0.00649644327433296,0.977458098303129,0.976758522043571
30,8,"SP_nitrification","Nitrification",-0.134736616685272,-0.062173852397797,0.977458098303129,0.976758522043571
30,8,"d18O_nitrification","Nitrification",0.044908212616964,0.0335500171194752,0.977458098303129,0.976758522043571
30,8,"SP_denitrification","Nitrification",-0.480540666587704,-0.611054918898513,0.977458098303129,0.976758522043571
30,8,"d18O_denitrification","Nitrification",0.194685617692049,0.153861194102298,0.977458098303129,0.976758522043571
30,8,"eta_SP_reduction","Nitrification",1.02720113225112,0.389064471419836,0.977458098303129,0.976758522043571
30,8,"eta_18O_reduction","Nitrification",-0.473768571093589,-0.648851192207489,0.977458098303129,0.976758522043571
30,8,"BD","Denitrification",-0.529507412728773,-0.00948814175865285,0.971400044555846,0.970512459731717
30,8,"eta_SP_diffusion","Denitrification",-0.379494952404006,-0.0294185157804607,0.971400044555846,0.970512459731717
30,8,"eta_18O_diffusion","Denitrification",-0.148841355499339,-0.0115869810454387,0.971400044555846,0.970512459731717
30,8,"SP_nitrification","Denitrification",0.101293119271912,0.05606522859213,0.971400044555846,0.970512459731717
30,8,"d18O_nitrification","Denitrification",0.0529562469098958,0.0474543125473444,0.971400044555846,0.970512459731717
30,8,"SP_denitrification","Denitrification",0.268402042379962,0.409380758323045,0.971400044555846,0.970512459731717
30,8,"d18O_denitrification","Denitrification",0.232500290940855,0.220399315735864,0.971400044555846,0.970512459731717
30,8,"eta_SP_reduction","Denitrification",-0.569991208159079,-0.258955865903081,0.971400044555846,0.970512459731717
30,8,"eta_18O_reduction","Denitrification",-0.51665645852422,-0.848735239609133,0.971400044555846,0.970512459731717
30,8,"BD","Reduction",11.2510537397316,0.217432526679211,0.978428334153992,0.977758868662219
30,8,"eta_SP_diffusion","Reduction",-0.190120105311907,-0.0158951632815264,0.978428334153992,0.977758868662219
30,8,"eta_18O_diffusion","Reduction",0.184878741950299,0.0155222920515701,0.978428334153992,0.977758868662219
30,8,"SP_nitrification","Reduction",0.0442791293023418,0.026432297732653,0.978428334153992,0.977758868662219
30,8,"d18O_nitrification","Reduction",-0.105495127357461,-0.101956068834292,0.978428334153992,0.977758868662219
30,8,"SP_denitrification","Reduction",0.0290835503465432,0.0478422090675163,0.978428334153992,0.977758868662219
30,8,"d18O_denitrification","Reduction",-0.235486775259733,-0.24075507846307,0.978428334153992,0.977758868662219
30,8,"eta_SP_reduction","Reduction",0.00816800251916019,0.00400217110772375,0.978428334153992,0.977758868662219
30,8,"eta_18O_reduction","Reduction",0.53442121869123,0.946839261525486,0.978428334153992,0.977758868662219
30,9,"BD","Nitrification",-66.8738370229345,-0.580113352839324,0.970563786601553,0.96965024894436
30,9,"eta_SP_diffusion","Nitrification",2.65396030665505,0.102545101974357,0.970563786601553,0.96965024894436
30,9,"eta_18O_diffusion","Nitrification",-0.797842146390991,-0.030628139379601,0.970563786601553,0.96965024894436
30,9,"SP_nitrification","Nitrification",-0.437360399219539,-0.12119004296185,0.970563786601553,0.96965024894436
30,9,"d18O_nitrification","Nitrification",0.120074962287381,0.0488911925032936,0.970563786601553,0.96965024894436
30,9,"SP_denitrification","Nitrification",-1.11718907276454,-0.755556554329888,0.970563786601553,0.96965024894436
30,9,"d18O_denitrification","Nitrification",0.281953958380562,0.123952846769696,0.970563786601553,0.96965024894436
30,9,"eta_SP_reduction","Nitrification",0.74038154670167,0.152283593200693,0.970563786601553,0.96965024894436
30,9,"eta_18O_reduction","Nitrification",-0.235928140498224,-0.17986449476813,0.970563786601553,0.96965024894436
30,9,"BD","Denitrification",-101.841259693734,-0.779723556911899,0.842572405944403,0.837686721990953
30,9,"eta_SP_diffusion","Denitrification",-0.621597133596972,-0.0211977504150695,0.842572405944403,0.837686721990953
30,9,"eta_18O_diffusion","Denitrification",-1.02646265719694,-0.0347781973729272,0.842572405944403,0.837686721990953
30,9,"SP_nitrification","Denitrification",0.133573300701471,0.0326668616445381,0.842572405944403,0.837686721990953
30,9,"d18O_nitrification","Denitrification",0.236286422486876,0.0849135917371666,0.842572405944403,0.837686721990953
30,9,"SP_denitrification","Denitrification",0.641552740941817,0.382941942620427,0.842572405944403,0.837686721990953
30,9,"d18O_denitrification","Denitrification",0.555847122553904,0.215672088709375,0.842572405944403,0.837686721990953
30,9,"eta_SP_reduction","Denitrification",-0.50249629656065,-0.0912201261011087,0.842572405944403,0.837686721990953
30,9,"eta_18O_reduction","Denitrification",0.115275743945875,0.0775646619748409,0.842572405944403,0.837686721990953
30,9,"BD","Reduction",-22.4552115313076,-0.130763621414031,0.872667936121327,0.868716251380265
30,9,"eta_SP_diffusion","Reduction",0.971765219595373,0.0252054826978591,0.872667936121327,0.868716251380265
30,9,"eta_18O_diffusion","Reduction",2.24599447199504,0.0578795962382365,0.872667936121327,0.868716251380265
30,9,"SP_nitrification","Reduction",-0.0348937889593095,-0.00649065882825849,0.872667936121327,0.868716251380265
30,9,"d18O_nitrification","Reduction",-0.55676524891899,-0.152182060957648,0.872667936121327,0.868716251380265
30,9,"SP_denitrification","Reduction",0.062299484466616,0.0282838106073336,0.872667936121327,0.868716251380265
30,9,"d18O_denitrification","Reduction",-0.956487402284188,-0.282273906236552,0.872667936121327,0.868716251380265
30,9,"eta_SP_reduction","Reduction",0.0376609077115427,0.00519997771635813,0.872667936121327,0.868716251380265
30,9,"eta_18O_reduction","Reduction",1.67818022377514,0.858850288264561,0.872667936121327,0.868716251380265
30,10,"BD","Nitrification",-16.2760004152067,-0.24424982493553,0.971070461694326,0.970172648436563
30,10,"eta_SP_diffusion","Nitrification",0.735905050832509,0.0519121716825507,0.971070461694326,0.970172648436563
30,10,"eta_18O_diffusion","Nitrification",-0.093972265599555,-0.00609220217555025,0.971070461694326,0.970172648436563
30,10,"SP_nitrification","Nitrification",-0.222233306730837,-0.105320882693079,0.971070461694326,0.970172648436563
30,10,"d18O_nitrification","Nitrification",0.119399221579899,0.0897299611806051,0.971070461694326,0.970172648436563
30,10,"SP_denitrification","Nitrification",-0.498160245930661,-0.589844269140267,0.971070461694326,0.970172648436563
30,10,"d18O_denitrification","Nitrification",0.213631638348469,0.163525904355316,0.971070461694326,0.970172648436563
30,10,"eta_SP_reduction","Nitrification",0.957550999267013,0.353902925931283,0.971070461694326,0.970172648436563
30,10,"eta_18O_reduction","Nitrification",-0.479396683251428,-0.679577956123121,0.971070461694326,0.970172648436563
30,10,"BD","Denitrification",-6.97116908008797,-0.120795966467856,0.970152060208675,0.969225744835841
30,10,"eta_SP_diffusion","Denitrification",-0.268179297040383,-0.0218440373030557,0.970152060208675,0.969225744835841
30,10,"eta_18O_diffusion","Denitrification",-0.211040557708424,-0.0157979517650122,0.970152060208675,0.969225744835841
30,10,"SP_nitrification","Denitrification",0.134217194931896,0.073446946931649,0.970152060208675,0.969225744835841
30,10,"d18O_nitrification","Denitrification",0.068839316424972,0.0597355382475169,0.970152060208675,0.969225744835841
30,10,"SP_denitrification","Denitrification",0.269727468974033,0.368768419476021,0.970152060208675,0.969225744835841
30,10,"d18O_denitrification","Denitrification",0.252957975007869,0.223578280707523,0.970152060208675,0.969225744835841
30,10,"eta_SP_reduction","Denitrification",-0.470307496197969,-0.200707863555193,0.970152060208675,0.969225744835841
30,10,"eta_18O_reduction","Denitrification",-0.493897522801028,-0.80842801232189,0.970152060208675,0.969225744835841
30,10,"BD","Reduction",6.97755212992813,0.127851844176888,0.982252602128852,0.981701820815609
30,10,"eta_SP_diffusion","Reduction",-0.0758468354950183,-0.00653284294662418,0.982252602128852,0.981701820815609
30,10,"eta_18O_diffusion","Reduction",0.51758845503702,0.0409709966602574,0.982252602128852,0.981701820815609
30,10,"SP_nitrification","Reduction",0.0767992553267657,0.0444405769932192,0.982252602128852,0.981701820815609
30,10,"d18O_nitrification","Reduction",-0.147091000940199,-0.134970676877417,0.982252602128852,0.981701820815609
30,10,"SP_denitrification","Reduction",0.0276683962508126,0.0400008870277781,0.982252602128852,0.981701820815609
30,10,"d18O_denitrification","Reduction",-0.243209630517069,-0.227310289238279,0.982252602128852,0.981701820815609
30,10,"eta_SP_reduction","Reduction",0.0190752493123245,0.0086081494902615,0.982252602128852,0.981701820815609
30,10,"eta_18O_reduction","Reduction",0.540099352614516,0.93483562186371,0.982252602128852,0.981701820815609
30,11,"BD","Nitrification",-54.7279034754423,-0.687602720370423,0.970074430478309,0.969145705906946
30,11,"eta_SP_diffusion","Nitrification",0.993342823306597,0.0597442840740068,0.970074430478309,0.969145705906946
30,11,"eta_18O_diffusion","Nitrification",-0.585121219312134,-0.0298930279643046,0.970074430478309,0.969145705906946
30,11,"SP_nitrification","Nitrification",-0.179539920111598,-0.0673071988385303,0.970074430478309,0.969145705906946
30,11,"d18O_nitrification","Nitrification",0.0641638363466104,0.0401022667574939,0.970074430478309,0.969145705906946
30,11,"SP_denitrification","Nitrification",-0.631733895767518,-0.623440065760468,0.970074430478309,0.969145705906946
30,11,"d18O_denitrification","Nitrification",0.1931243578215,0.120193082056661,0.970074430478309,0.969145705906946
30,11,"eta_SP_reduction","Nitrification",0.694618378036564,0.217724634340982,0.970074430478309,0.969145705906946
30,11,"eta_18O_reduction","Nitrification",-0.197366013951512,-0.233246944201184,0.970074430478309,0.969145705906946
30,11,"BD","Denitrification",-43.0722282235645,-0.524463396436673,0.907271120499584,0.904393327687502
30,11,"eta_SP_diffusion","Denitrification",-0.372070122628421,-0.0216875787552887,0.907271120499584,0.904393327687502
30,11,"eta_18O_diffusion","Denitrification",-0.812596794070528,-0.0402335388635844,0.907271120499584,0.904393327687502
30,11,"SP_nitrification","Denitrification",0.124947064579321,0.0453957938972711,0.907271120499584,0.904393327687502
30,11,"d18O_nitrification","Denitrification",0.107358647218131,0.0650286440790618,0.907271120499584,0.904393327687502
30,11,"SP_denitrification","Denitrification",0.272609849007976,0.260730081617932,0.907271120499584,0.904393327687502
30,11,"d18O_denitrification","Denitrification",0.572437011036644,0.345270277198012,0.907271120499584,0.904393327687502
30,11,"eta_SP_reduction","Denitrification",-0.178085317091851,-0.0540976603850888,0.907271120499584,0.904393327687502
30,11,"eta_18O_reduction","Denitrification",-0.560460595261622,-0.641915326793736,0.907271120499584,0.904393327687502
30,11,"BD","Reduction",49.4423684088346,0.778806245655575,0.858753509816833,0.854369998052528
30,11,"eta_SP_diffusion","Reduction",0.207061223817802,0.0156133956106611,0.858753509816833,0.854369998052528
30,11,"eta_18O_diffusion","Reduction",0.276168269044057,0.0176888346737,0.858753509816833,0.854369998052528
30,11,"SP_nitrification","Reduction",0.108060995310394,0.0507891374152947,0.858753509816833,0.854369998052528
30,11,"d18O_nitrification","Reduction",-0.147613002080324,-0.115665701590969,0.858753509816833,0.854369998052528
30,11,"SP_denitrification","Reduction",-0.0207862862222818,-0.0257180962362182,0.858753509816833,0.854369998052528
30,11,"d18O_denitrification","Reduction",-0.262315602131157,-0.204676473767307,0.858753509816833,0.854369998052528
30,11,"eta_SP_reduction","Reduction",0.162227592055701,0.0637510594999473,0.858753509816833,0.854369998052528
30,11,"eta_18O_reduction","Reduction",0.288632292455744,0.427651397870313,0.858753509816833,0.854369998052528
30,12,"BD","Nitrification",-46.4105650857491,-0.692277612033324,0.958864428892299,0.957587807719991
30,12,"eta_SP_diffusion","Nitrification",3.65959752322081,0.234035341242424,0.958864428892299,0.957587807719991
30,12,"eta_18O_diffusion","Nitrification",-0.39561145323279,-0.0239784594639373,0.958864428892299,0.957587807719991
30,12,"SP_nitrification","Nitrification",-0.427610542277558,-0.197839464730943,0.958864428892299,0.957587807719991
30,12,"d18O_nitrification","Nitrification",0.052255749615797,0.0375939741312591,0.958864428892299,0.957587807719991
30,12,"SP_denitrification","Nitrification",-0.646854652119512,-0.765229406525803,0.958864428892299,0.957587807719991
30,12,"d18O_denitrification","Nitrification",0.0462166108496726,0.0334551119019693,0.958864428892299,0.957587807719991
30,12,"eta_SP_reduction","Nitrification",-0.0951232542903694,-0.0328775954816952,0.958864428892299,0.957587807719991
30,12,"eta_18O_reduction","Nitrification",-0.0164500263927714,-0.0226982656902673,0.958864428892299,0.957587807719991
30,12,"BD","Denitrification",-69.4746294158163,-0.734337569115375,0.970651402869074,0.969740584337424
30,12,"eta_SP_diffusion","Denitrification",-1.67112770186439,-0.0757292814110681,0.970651402869074,0.969740584337424
30,12,"eta_18O_diffusion","Denitrification",-5.9005278967834,-0.253424948818697,0.970651402869074,0.969740584337424
30,12,"SP_nitrification","Denitrification",0.237472427792067,0.0778545134443069,0.970651402869074,0.969740584337424
30,12,"d18O_nitrification","Denitrification",0.548992586551804,0.279870236014077,0.970651402869074,0.969740584337424
30,12,"SP_denitrification","Denitrification",0.266542655130888,0.223438363887026,0.970651402869074,0.969740584337424
30,12,"d18O_denitrification","Denitrification",0.87586875549122,0.449272156760792,0.970651402869074,0.969740584337424
30,12,"eta_SP_reduction","Denitrification",0.0453554155240147,0.0111083249644789,0.970651402869074,0.969740584337424
30,12,"eta_18O_reduction","Denitrification",0.148452331048807,0.145150713718057,0.970651402869074,0.969740584337424
30,12,"BD","Reduction",19.4238821709757,0.400481206656256,0.889968632761287,0.88655386619181
30,12,"eta_SP_diffusion","Reduction",0.9212186273082,0.0814317007934141,0.889968632761287,0.88655386619181
30,12,"eta_18O_diffusion","Reduction",-3.94689336067511,-0.330666721386742,0.889968632761287,0.88655386619181
30,12,"SP_nitrification","Reduction",-2.44009407704862e-05,-1.56046406017574e-05,0.889968632761287,0.88655386619181
30,12,"d18O_nitrification","Reduction",0.344239329868498,0.342316094843851,0.889968632761287,0.88655386619181
30,12,"SP_denitrification","Reduction",-0.212786993733184,-0.347946681797714,0.889968632761287,0.88655386619181
30,12,"d18O_denitrification","Reduction",0.513650130385799,0.513942425952615,0.889968632761287,0.88655386619181
30,12,"eta_SP_reduction","Reduction",-0.111718073120637,-0.0533727352190993,0.889968632761287,0.88655386619181
30,12,"eta_18O_reduction","Reduction",0.112886075167544,0.215302526032908,0.889968632761287,0.88655386619181
60,1,"BD","Nitrification",-10.7803069895196,-0.245176248287628,0.939473994441102,0.937595601165136
60,1,"eta_SP_diffusion","Nitrification",0.240283497061171,0.0246374902865262,0.939473994441102,0.937595601165136
60,1,"eta_18O_diffusion","Nitrification",-0.181018824594583,-0.0174297697482324,0.939473994441102,0.937595601165136
60,1,"SP_nitrification","Nitrification",-0.0335727913723405,-0.0247830468759643,0.939473994441102,0.937595601165136
60,1,"d18O_nitrification","Nitrification",-0.0115234324222018,-0.0124064676180471,0.939473994441102,0.937595601165136
60,1,"SP_denitrification","Nitrification",-0.339467463648903,-0.615365418151333,0.939473994441102,0.937595601165136
60,1,"d18O_denitrification","Nitrification",0.125139305723616,0.141759998390515,0.939473994441102,0.937595601165136
60,1,"eta_SP_reduction","Nitrification",0.77604944850423,0.446039561035126,0.939473994441102,0.937595601165136
60,1,"eta_18O_reduction","Nitrification",-0.278081236068272,-0.582498762416881,0.939473994441102,0.937595601165136
60,1,"BD","Denitrification",11.1524346654266,0.174157678303939,0.980723879448379,0.980125655017466
60,1,"eta_SP_diffusion","Denitrification",0.0884299733171194,0.00622583616779837,0.980723879448379,0.980125655017466
60,1,"eta_18O_diffusion","Denitrification",-0.126699099460627,-0.00837658711693586,0.980723879448379,0.980125655017466
60,1,"SP_nitrification","Denitrification",0.0304360523595347,0.0154269915360662,0.980723879448379,0.980125655017466
60,1,"d18O_nitrification","Denitrification",-0.0179984202230108,-0.0133053513250958,0.980723879448379,0.980125655017466
60,1,"SP_denitrification","Denitrification",0.16524719774176,0.205681251611484,0.980723879448379,0.980125655017466
60,1,"d18O_denitrification","Denitrification",0.223132470888709,0.173559505936441,0.980723879448379,0.980125655017466
