"date","column","depth","increment","variety","moisture","N2O","CO2","SP","d18O","d15Nbulk","d15Nalpha","d15Nbeta","N2ONvolume","N2ONarea","theta_w","theta_a","Ds","dCdZ","F","F_top_in","F_top_out","F_bottom_in","F_bottom_out","F_out","SP_bottom","d18O_bottom","SP_top","d18O_top"
2015-10-28,"12",90,30,"Monte Calme 268",0.293475,15.75299229,28336.76605,-0.75,56.26,2.41,2.04,2.79,18.0505722753315,3.80678906307945,0.2613690105,0.281506350803942,1.85746301114511e-06,-1.73074134333333e-05,-34.9974683782352,34.9974683782352,0,4.90748720838677,0,0,-4.95,45.95,0.02,47.95
2015-10-28,"2",120,30,"Probus",0.2959,7.027108703,33048.54841,7.31,44.82,0.89,4.54,-2.77,8.05201521050908,1.63955741415647,0.2971125,0.183248832987552,4.44170860068806e-07,2.99428524e-06,1.44786316789246,0,1.44786316789246,0,0,1.44786316789246,0,0,11.47,47.945
2015-10-28,"2",30,30,"Probus",0.206528646,0.644977802,4562.909056,18.77,38.31,-1.4,7.99,-10.78,0.739048062530692,0.348634702322956,0.224766667,0.382124826192946,5.14390642401794e-06,1.58022846222222e-06,8.84906177430255,0,8.84906177430255,0,30.3926604174413,39.2417221917439,9.73,39.42,NA,NA
2015-10-28,"2",60,30,"Probus",0.288625,3.604216249,21887.44755,9.73,39.42,-3.01,1.86,-7.87,4.12989257538059,0.931066748556733,0.247576823,0.319420559180498,2.83025602765707e-06,-9.86412815666667e-06,-30.3926604174413,30.3926604174413,0,0,4.85727904886413,4.85727904886413,11.47,47.945,18.77,38.31
2015-10-28,"2",7.5,15,"Probus",0.243004688,0.289426398,508.6809796,NA,NA,NA,NA,NA,0.331639349484367,0.0600775776116067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-28,"2",90,30,"Probus",0.298325,6.128823131,30275.15665,11.47,47.945,6.515,12.255,0.78,7.02271434228188,1.3788801476971,0.293475,0.193248184647303,5.30195771325349e-07,-8.41535627333333e-06,-4.85727904886413,4.85727904886413,0,1.44786316789246,0,0,7.31,44.82,9.73,39.42
2015-10-28,"3",120,30,"CH Claro",0.293475,1.780933744,20034.27809,13.77,40.52,-0.14,6.74,-7.03,2.04068361564904,0.430371511260883,0.298325,0.179915715767635,4.17818205601531e-07,9.9691929e-07,0.45345233927704,0,0.45345233927704,0,0,0.45345233927704,0,0,16.28,42.53
2015-10-28,"3",30,30,"CH Claro",0.27165,0.401410733,4565.79529,22.5,40.83,3.84,15.09,-7.41,0.459956642822066,0.127118564513823,0.2534877605,0.303171612733402,2.3781985226019e-06,4.7258316e-07,1.22351876514204,0,1.22351876514204,0,4.06793956416284,5.29145832930487,17.26,39.89,22.98,40.64
2015-10-28,"3",60,30,"CH Claro",0.235275,0.872422581,12325.21657,17.26,39.89,1.18,9.82,-7.45,0.999665750040923,0.385366902776743,0.2534625,0.303241052904564,2.38001463507808e-06,-1.57003949333333e-06,-4.06793956416284,4.06793956416284,0,0,3.14827649377857,3.14827649377857,16.28,42.53,22.5,40.83
2015-10-28,"3",7.5,15,"CH Claro",0.235325521,0.295079522,604.6713022,22.98,40.64,4.54,16.03,-6.95,0.338116983794402,0.0651457079130187,0.235325521,0.353098930860996,3.95305373241666e-06,6.06393626666667e-07,2.60958611727577,0,2.60958611727577,1.22351876514204,0,2.60958611727577,22.5,40.83,15.1,49.6
2015-10-28,"3",90,30,"CH Claro",0.303175,1.481857957,20036.17278,16.28,42.53,2.26,10.41,-5.88,1.69798751006711,0.308686920892659,0.269225,0.259910529045643,1.4235809695502e-06,-2.03145125333333e-06,-3.14827649377857,3.14827649377857,0,0.45345233927704,0,0,13.77,40.52,17.26,39.89
2015-10-28,"4",120,30,"Monte Calme 268",0.322575,20.98269878,30292.14416,8.4,45.33,2.56,6.76,-1.64,24.0430334686528,2.97161686724378,0.3068125,0.156583895228216,2.63043675718481e-07,1.98668079333333e-05,5.68905648016935,0,5.68905648016935,0,0,5.68905648016935,0,0,13.375,48.575
2015-10-28,"4",30,30,"Monte Calme 268",0.250178646,1.409494167,3034.76098,17.15,38.75,-0.62,7.96,-9.19,1.61506943345883,0.550391140866466,0.2462127605,0.323170316052904,2.94252643319518e-06,5.04919782666667e-06,16.1743578364471,0,16.1743578364471,0,116.752427268753,132.9267851052,11.34,47.58,23.62,41.41
2015-10-28,"4",60,30,"Monte Calme 268",0.22315,9.837748797,19919.24569,11.34,47.58,4.19,9.86,-1.48,11.2725882434114,4.75557530986172,0.236664323,0.349418614159751,3.81737862661159e-06,-2.80941821e-05,-116.752427268753,116.752427268753,0,0,40.0447410656523,40.0447410656523,13.375,48.575,17.15,38.75
2015-10-28,"4",7.5,15,"Monte Calme 268",0.242246875,0.273424656,568.0454084,23.62,41.41,4.86,16.67,-6.95,0.313303747258144,0.0571121604080951,0.242246875,0.334072387188797,3.28661645381183e-06,3.1766208e-07,1.13657654112962,0,1.13657654112962,16.1743578364471,0,1.13657654112962,17.15,38.75,15.1,49.6
2015-10-28,"4",90,30,"Monte Calme 268",0.29105,15.0226564,25927.89558,13.375,48.575,8,14.68,1.31,17.2137166148306,3.75552954534183,0.2571,0.293241701244813,2.12834209841952e-06,-1.72830253433333e-05,-40.0447410656523,40.0447410656523,0,5.68905648016935,0,0,8.4,45.33,11.34,47.58
2015-10-28,"5",120,30,"Probus",0.3153,1.844757943,30126.8593,14,43.92,1.54,8.55,-5.46,2.11381659862498,0.307392805105326,0.3116625,0.143251426348548,1.95574445166048e-07,1.21657709333333e-06,0.259021628442684,0,0.259021628442684,0,0,0.259021628442684,0,0,15.09,42.39
2015-10-28,"5",30,30,"Probus",0.249825,0.352456732,3269.328936,21.95,41.47,4.18,15.16,-6.79,0.403862681944672,0.1380587433114,0.2219375,0.389902100622407,5.50123622935108e-06,-2.10109866666667e-07,-1.25831979655488,1.25831979655488,0,0,7.59568961450494,7.59568961450494,16.55,43.3,24.73,41.6
2015-10-28,"5",60,30,"Probus",0.2668,1.374126595,26754.8851,16.55,43.3,1.85,10.13,-6.43,1.57454348747749,0.45806737971166,0.2583125,0.289908584024896,2.04877182946941e-06,-3.40556621e-06,-7.59568961450494,7.59568961450494,0,0,0.267806397110391,0.267806397110391,15.09,42.39,21.95,41.47
2015-10-28,"5",7.5,15,"Probus",0.19405,0.399731452,654.0931879,24.73,41.6,4.925,17.295,-7.44,0.458032438042233,0.116608361081411,0.19405,0.466563796680498,1.0007118011392e-05,2.00175269333333e-06,21.8073920060839,0,21.8073920060839,0,1.25831979655488,23.0657118026387,21.95,41.47,15.1,49.6
2015-10-28,"5",90,30,"Probus",0.308025,1.479784815,28003.24346,15.09,42.39,0.6,8.14,-6.95,1.69561199950892,0.283583908565039,0.2874125,0.209913770746888,6.98481043443337e-07,-3.52194066666667e-07,-0.267806397110391,0.267806397110391,0,0.259021628442684,0,0,14,43.92,16.55,43.3
2015-10-28,"6",120,30,"CH Claro",0.322575,0.796651068,26802.0036,21.04,43.26,5.14,15.66,-5.38,0.912842932722213,0.112823511207864,0.322575,0.113253371369295,8.94751182117209e-08,NA,NA,NA,NA,0,0,NA,0,0,NA,NA
2015-10-28,"6",30,30,"CH Claro",0.258868229,0.498109427,13664.92891,20.88,41.59,4.41,14.85,-6.04,0.570758878539859,0.179626989868619,0.244722396,0.327267272406639,3.0687162159531e-06,9.58397142222222e-07,3.20174342187163,0,3.20174342187163,0,0.224047945055371,3.425791366927,21.3,41.81,23.25,41.55
2015-10-28,"6",60,30,"CH Claro",0.312875,0.580810031,19335.11335,21.3,41.81,4.38,15.03,-6.27,0.66552139744639,0.101622292063377,0.2858716145,0.214149607442946,7.46567793310061e-07,-2.7566868e-07,-0.224047945055371,0.224047945055371,0,NA,NA,NA,NA,NA,20.88,41.59
2015-10-28,"6",7.5,15,"CH Claro",0.230576563,0.28247007,876.3950483,23.25,41.55,5.07,16.7,-6.55,0.323668438369619,0.0646675081135334,0.230576563,0.366153639056016,4.46157258063137e-06,4.382676e-07,2.12868605749993,0,2.12868605749993,3.20174342187163,0,2.12868605749993,20.88,41.59,15.1,49.6
2015-10-28,"7",120,30,"Monte Calme 268",0.298325,3.242554496,31349.30518,15.93,39.5,-7.74,0.22,-15.7,3.71548231658209,0.729519179586908,0.293424479,0.193387064989626,5.31466529750156e-07,9.67655923333333e-07,0.559862225406733,0,0.559862225406733,0,0,0.559862225406733,0,0,17.51,41.12
2015-10-28,"7",30,30,"Monte Calme 268",0.235275,0.390280923,2746.805317,24.92,39.86,-0.56,11.9,-13.02,0.447203545752169,0.172395068381842,0.2267875,0.376569631742739,4.89884373702583e-06,6.73022102222222e-07,3.58927885933283,0,3.58927885933283,0,16.580926859638,20.1702057189709,18.56,40.12,23.86,41.24
2015-10-28,"7",60,30,"Monte Calme 268",0.278925,2.537143943,27450.7543,18.56,40.12,-6.67,2.61,-15.95,2.90718736307088,0.740012201436547,0.2571,0.293241701244813,2.12834209841952e-06,-7.15621006666667e-06,-16.580926859638,16.580926859638,0,0,1.23126477598331,1.23126477598331,17.51,41.12,24.92,39.86
2015-10-28,"7",7.5,15,"Monte Calme 268",0.2183,0.23885095,586.3094377,23.86,41.24,4.57,16.5,-7.36,0.273687452938288,0.0597214423839479,0.2183,0.399901452282158,5.98573865799401e-06,-1.43320666666666e-07,-0.93392254302745,0.93392254302745,0,3.58927885933283,0,0,24.92,39.86,15.1,49.6
2015-10-28,"7",90,30,"Monte Calme 268",0.288523958,2.952257719,29826.07247,17.51,41.12,-5.94,2.81,-14.7,3.38284564298576,0.763673617542351,0.283724479,0.220052002748963,8.17374860645955e-07,-1.38371258666667e-06,-1.23126477598331,1.23126477598331,0,0.559862225406733,0,0,15.93,39.5,18.56,40.12
2015-10-28,"8",120,30,"CH Claro",0.317725,1.324262476,14515.78714,16.48,38.19,0.1,8.34,-8.14,1.5174066675397,0.20962328929985,0.3140875,0.136585191908714,1.66880011583144e-07,1.03701576333333e-06,0.188396993035165,0,0.188396993035165,0,0,0.188396993035165,0,0,20.58,39.64
2015-10-28,"8",30,30,"CH Claro",0.264375,0.2555111,887.1520426,29.2,41.42,4.7,19.3,-9.89,0.292777492224587,0.0873050052580557,0.2271664065,0.375528031924274,4.85382249107131e-06,-7.29938266666667e-08,-0.385704147821075,0.385704147821075,0,0,3.63475658058287,3.63475658058287,20.25,37.37,26.55,41.02
2015-10-28,"8",60,30,"CH Claro",0.27165,0.929860785,12782.89741,20.25,37.37,-0.28,9.85,-10.4,1.06548133818956,0.294467881572307,0.2680125,0.26324364626556,1.48534431943281e-06,-2.24783228333333e-06,-3.63475658058287,3.63475658058287,0,0,0.179435814231387,0.179435814231387,20.58,39.64,29.2,41.42
2015-10-28,"8",7.5,15,"CH Claro",0.189957813,0.271934711,729.8405662,26.55,41.02,3.63,16.9,-9.64,0.311596493206744,0.0812405774847406,0.189957813,0.477813065923236,1.08342476586464e-05,2.97796146666667e-07,3.51238505300871,0,3.51238505300871,0,0.385704147821075,3.89808920082978,29.2,41.42,15.1,49.6
2015-10-28,"8",90,30,"CH Claro",0.31045,1.013157747,13428.68644,20.58,39.64,1.53,11.82,-8.76,1.16092719413979,0.18571439941801,0.29105,0.199914419087137,5.93631495586857e-07,-2.7765654e-07,-0.179435814231387,0.179435814231387,0,0.188396993035165,0,0,16.48,38.19,20.25,37.37
2015-10-28,"9",120,30,"Probus",0.32015,22.64647264,28853.39011,3.68,53.545,4.13,5.97,2.29,25.9494693861516,3.39602664307085,0.2728625,0.249911177385892,1.24909167884165e-06,1.30976142e-05,17.8102820273516,0,17.8102820273516,0,0,17.8102820273516,0,0,-3.94,40.83
2015-10-28,"9",30,30,"Probus",0.216077083,1.537169815,4461.288168,9.16,34.45,-11.24,-6.66,-15.82,1.76136662383369,0.780443066740857,0.2026385415,0.442954216830913,8.41657899153376e-06,5.66549781777778e-06,51.9108294120836,0,51.9108294120836,0,163.729080772437,215.639910184521,1.27,46.59,23.41,40.78
2015-10-28,"9",60,30,"Probus",0.240125,11.04797352,21705.28346,1.27,46.59,-2.91,-2.28,-3.55,12.6593247078082,4.69592275794522,0.2281010415,0.372958755212656,4.7440097441227e-06,-3.17026790166667e-05,-163.729080772437,163.729080772437,0,0,117.241235153854,117.241235153854,-3.94,40.83,9.16,34.45
2015-10-28,"9",7.5,15,"Probus",0.1892,0.262432806,545.6263865,23.41,40.78,4.77,16.48,-6.93,0.300708731707317,0.0787437019598711,0.1892,0.479896265560166,1.09925019806954e-05,1.7110408e-07,2.04758154051643,0,2.04758154051643,51.9108294120836,0,2.04758154051643,9.16,34.45,15.1,49.6
2015-10-28,"9",90,30,"Probus",0.225575,18.71718838,29165.72433,-3.94,40.83,-10.67,-12.64,-8.7,21.44709750532,8.89187557670683,0.23285,0.359904045643153,4.21275737129256e-06,-2.55640495333333e-05,-117.241235153854,117.241235153854,0,17.8102820273516,0,0,3.68,53.545,1.27,46.59
2015-10-29,"1",120,30,"Zinal",0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"1",30,30,"Zinal",0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"1",60,30,"Zinal",0.27165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"1",7.5,15,"Zinal",0.218603125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"1",90,30,"Zinal",0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"10",120,30,"Zinal",0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"10",30,30,"Zinal",0.228202083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"10",60,30,"Zinal",0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"10",7.5,15,"Zinal",0.191675521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"10",90,30,"Zinal",0.24255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"11",120,30,"Zinal",0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"11",30,30,"Zinal",0.2668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"11",60,30,"Zinal",0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"11",7.5,15,"Zinal",0.194605729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"11",90,30,"Zinal",0.322221354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"12",120,30,"Monte Calme 268",0.321867708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"12",30,30,"Monte Calme 268",0.215925521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"12",60,30,"Monte Calme 268",0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"12",7.5,15,"Monte Calme 268",0.194403646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"12",90,30,"Monte Calme 268",0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"2",120,30,"Probus",0.2959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"2",30,30,"Probus",0.206276042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"2",60,30,"Probus",0.288625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"2",7.5,15,"Probus",0.242853125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"2",90,30,"Probus",0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"3",120,30,"CH Claro",0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"3",30,30,"CH Claro",0.271700521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"3",60,30,"CH Claro",0.235072917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"3",7.5,15,"CH Claro",0.234466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"3",90,30,"CH Claro",0.303175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"4",120,30,"Monte Calme 268",0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"4",30,30,"Monte Calme 268",0.249926042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"4",60,30,"Monte Calme 268",0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"4",7.5,15,"Monte Calme 268",0.240276563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"4",90,30,"Monte Calme 268",0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"5",120,30,"Probus",0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"5",30,30,"Probus",0.249067188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"5",60,30,"Probus",0.2668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"5",7.5,15,"Probus",0.194100521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"5",90,30,"Probus",0.308025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"6",120,30,"CH Claro",0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"6",30,30,"CH Claro",0.257605208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"6",60,30,"CH Claro",0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"6",7.5,15,"CH Claro",0.228909375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"7",120,30,"Monte Calme 268",0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"7",30,30,"Monte Calme 268",0.235426563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"7",60,30,"Monte Calme 268",0.278925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"7",7.5,15,"Monte Calme 268",0.216683333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"7",90,30,"Monte Calme 268",0.286301042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"8",120,30,"CH Claro",0.317623958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"8",30,30,"CH Claro",0.264425521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"8",60,30,"CH Claro",0.271751042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"8",7.5,15,"CH Claro",0.189705208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"8",90,30,"CH Claro",0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"9",120,30,"Probus",0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"9",30,30,"Probus",0.213702604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"9",60,30,"Probus",0.240125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"9",7.5,15,"Probus",0.189351563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,"9",90,30,"Probus",0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"1",120,30,"Zinal",0.311763542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"1",30,30,"Zinal",0.317219792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"1",60,30,"Zinal",0.27165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"1",7.5,15,"Zinal",0.220725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"1",90,30,"Zinal",0.320453125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"10",120,30,"Zinal",0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"10",30,30,"Zinal",0.228858854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"10",60,30,"Zinal",0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"10",7.5,15,"Zinal",0.19405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"10",90,30,"Zinal",0.24255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"11",120,30,"Zinal",0.319947917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"11",30,30,"Zinal",0.268820833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"11",60,30,"Zinal",0.319998438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"11",7.5,15,"Zinal",0.195363542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"11",90,30,"Zinal",0.322271875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"12",120,30,"Monte Calme 268",0.32196875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"12",30,30,"Monte Calme 268",0.218401042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"12",60,30,"Monte Calme 268",0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-30,"12",7.5,15,"Monte Calme 268",0.196576042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
