,day_column_depth,date_R,column,depth,increment,variety,moisture,concNO3N,NO3N_ha,N2O,CO2,mgN2ONm3,mgCO2Cm3,gN2ONha,gCO2Cha,CN,d15Nbulk,d15Nalpha,d15Nbeta,SP,d18O
176,2015241 C9 120,2015241,C9,120,30,Probus,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,2015241 C9 30,2015241,C9,30,30,Probus,0.216178125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,2015241 C9 60,2015241,C9,60,30,Probus,0.274075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,2015241 C9 7.5,2015241,C9,7.5,15,Probus,0.308681771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,2015241 C9 90,2015241,C9,90,30,Probus,0.283775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,2015242 C1 120,2015242,C1,120,30,Zinal,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,2015242 C1 30,2015242,C1,30,30,Zinal,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,2015242 C1 60,2015242,C1,60,30,Zinal,0.280440625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,2015242 C1 7.5,2015242,C1,7.5,15,Zinal,0.259525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,2015242 C1 90,2015242,C1,90,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,2015242 C10 120,2015242,C10,120,30,Zinal,0.308025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,2015242 C10 30,2015242,C10,30,30,Zinal,0.288625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,2015242 C10 60,2015242,C10,60,30,Zinal,0.264375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,2015242 C10 7.5,2015242,C10,7.5,15,Zinal,0.249269271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,2015242 C10 90,2015242,C10,90,30,Zinal,0.298830208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,2015242 C11 120,2015242,C11,120,30,Zinal,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,2015242 C11 30,2015242,C11,30,30,Zinal,0.28135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,2015242 C11 60,2015242,C11,60,30,Zinal,0.318432292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,2015242 C11 7.5,2015242,C11,7.5,15,Zinal,0.208145313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,2015242 C11 90,2015242,C11,90,30,Zinal,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,2015242 C12 120,2015242,C12,120,30,Monte Calme 268,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,2015242 C12 30,2015242,C12,30,30,Monte Calme 268,0.271599479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,2015242 C12 60,2015242,C12,60,30,Monte Calme 268,0.276297917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,2015242 C12 7.5,2015242,C12,7.5,15,Monte Calme 268,0.246136979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2015242 C12 90,2015242,C12,90,30,Monte Calme 268,0.312672917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2015242 C2 120,2015242,C2,120,30,Probus,0.2959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,2015242 C2 30,2015242,C2,30,30,Probus,0.235325521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,2015242 C2 60,2015242,C2,60,30,Probus,0.302013021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,2015242 C2 7.5,2015242,C2,7.5,15,Probus,0.256998958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,2015242 C2 90,2015242,C2,90,30,Probus,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,2015242 C3 120,2015242,C3,120,30,CH Claro,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,2015242 C3 30,2015242,C3,30,30,CH Claro,0.30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,2015242 C3 60,2015242,C3,60,30,CH Claro,0.240125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,2015242 C3 7.5,2015242,C3,7.5,15,CH Claro,0.260232292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,2015242 C3 90,2015242,C3,90,30,CH Claro,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,2015242 C4 120,2015242,C4,120,30,Monte Calme 268,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,2015242 C4 30,2015242,C4,30,30,Monte Calme 268,0.27710625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,2015242 C4 60,2015242,C4,60,30,Monte Calme 268,0.260181771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,2015242 C4 7.5,2015242,C4,7.5,15,Monte Calme 268,0.285088542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,2015242 C4 90,2015242,C4,90,30,Monte Calme 268,0.311258333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,2015242 C5 120,2015242,C5,120,30,Probus,0.306458854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,2015242 C5 30,2015242,C5,30,30,Probus,0.274984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,2015242 C5 60,2015242,C5,60,30,Probus,0.2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,2015242 C5 7.5,2015242,C5,7.5,15,Probus,0.223958333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,2015242 C5 90,2015242,C5,90,30,Probus,0.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,2015242 C6 120,2015242,C6,120,30,CH Claro,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,2015242 C6 30,2015242,C6,30,30,CH Claro,0.278925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2015242 C6 60,2015242,C6,60,30,CH Claro,0.318381771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,2015242 C6 7.5,2015242,C6,7.5,15,CH Claro,0.268669271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2015242 C6 90,2015242,C6,90,30,CH Claro,0.310955208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,2015242 C7 120,2015242,C7,120,30,Monte Calme 268,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2015242 C7 30,2015242,C7,30,30,Monte Calme 268,0.220017708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2015242 C7 60,2015242,C7,60,30,Monte Calme 268,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,2015242 C7 7.5,2015242,C7,7.5,15,Monte Calme 268,0.257504167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,2015242 C7 90,2015242,C7,90,30,Monte Calme 268,0.306054688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,2015242 C8 120,2015242,C8,120,30,CH Claro,0.303175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,2015242 C8 30,2015242,C8,30,30,CH Claro,0.289888021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,2015242 C8 60,2015242,C8,60,30,CH Claro,0.27165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,2015242 C8 7.5,2015242,C8,7.5,15,CH Claro,0.229717708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,2015242 C8 90,2015242,C8,90,30,CH Claro,0.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,2015242 C9 120,2015242,C9,120,30,Probus,0.314946354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,2015242 C9 30,2015242,C9,30,30,Probus,0.217794792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,2015242 C9 60,2015242,C9,60,30,Probus,0.272054167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,2015242 C9 7.5,2015242,C9,7.5,15,Probus,0.308025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,2015242 C9 90,2015242,C9,90,30,Probus,0.283775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,2015243 C1 120,2015243,C1,120,30,Zinal,0.312824479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,2015243 C1 30,2015243,C1,30,30,Zinal,0.315502083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,2015243 C1 60,2015243,C1,60,30,Zinal,0.277813542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,2015243 C1 7.5,2015243,C1,7.5,15,Zinal,0.250330208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,2015243 C1 90,2015243,C1,90,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,2015243 C10 120,2015243,C10,120,30,Zinal,0.310146875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,2015243 C10 30,2015243,C10,30,30,Zinal,0.264526563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,2015243 C10 60,2015243,C10,60,30,Zinal,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,2015243 C10 7.5,2015243,C10,7.5,15,Zinal,0.24255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,2015243 C10 90,2015243,C10,90,30,Zinal,0.293373958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,2015243 C11 120,2015243,C11,120,30,Zinal,0.316714583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,2015243 C11 30,2015243,C11,30,30,Zinal,0.283219271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,2015243 C11 60,2015243,C11,60,30,Zinal,0.317927083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,2015243 C11 7.5,2015243,C11,7.5,15,Zinal,0.210620833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,2015243 C11 90,2015243,C11,90,30,Zinal,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,2015243 C12 120,2015243,C12,120,30,Monte Calme 268,0.319038542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,2015243 C12 30,2015243,C12,30,30,Monte Calme 268,0.243408854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,2015243 C12 60,2015243,C12,60,30,Monte Calme 268,0.263920313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,2015243 C12 7.5,2015243,C12,7.5,15,Monte Calme 268,0.230728125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,2015243 C12 90,2015243,C12,90,30,Monte Calme 268,0.307115625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,2015243 C2 120,2015243,C2,120,30,Probus,0.298981771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,2015243 C2 30,2015243,C2,30,30,Probus,0.224160417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,2015243 C2 60,2015243,C2,60,30,Probus,0.295041146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,2015243 C2 7.5,2015243,C2,7.5,15,Probus,0.229111458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,2015243 C2 90,2015243,C2,90,30,Probus,0.311561458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,2015243 C3 120,2015243,C3,120,30,CH Claro,0.293373958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,2015243 C3 30,2015243,C3,30,30,CH Claro,0.2959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,2015243 C3 60,2015243,C3,60,30,CH Claro,0.240428125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,2015243 C3 7.5,2015243,C3,7.5,15,CH Claro,0.260788021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,2015243 C3 90,2015243,C3,90,30,CH Claro,0.311106771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,2015243 C4 120,2015243,C4,120,30,Monte Calme 268,0.31954375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,2015243 C4 30,2015243,C4,30,30,Monte Calme 268,0.270235417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,2015243 C4 60,2015243,C4,60,30,Monte Calme 268,0.242752083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,2015243 C4 7.5,2015243,C4,7.5,15,Monte Calme 268,0.259878646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,2015243 C4 90,2015243,C4,90,30,Monte Calme 268,0.300295313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,2015243 C5 120,2015243,C5,120,30,Probus,0.309894271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,2015243 C5 30,2015243,C5,30,30,Probus,0.268164063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,2015243 C5 60,2015243,C5,60,30,Probus,0.287968229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,2015243 C5 7.5,2015243,C5,7.5,15,Probus,0.200516667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,2015243 C5 90,2015243,C5,90,30,Probus,0.305650521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,2015243 C6 120,2015243,C6,120,30,CH Claro,0.319796354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,2015243 C6 30,2015243,C6,30,30,CH Claro,0.285341146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,2015243 C6 60,2015243,C6,60,30,CH Claro,0.314643229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,2015243 C6 7.5,2015243,C6,7.5,15,CH Claro,0.253967708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,2015243 C6 90,2015243,C6,90,30,CH Claro,0.312521354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,2015243 C7 120,2015243,C7,120,30,Monte Calme 268,0.294990625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,2015243 C7 30,2015243,C7,30,30,Monte Calme 268,0.239417708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,2015243 C7 60,2015243,C7,60,30,Monte Calme 268,0.323231771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,2015243 C7 7.5,2015243,C7,7.5,15,Monte Calme 268,0.247955729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,2015243 C7 90,2015243,C7,90,30,Monte Calme 268,0.302164583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,2015243 C8 120,2015243,C8,120,30,CH Claro,0.309338542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,2015243 C8 30,2015243,C8,30,30,CH Claro,0.290544792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,2015243 C8 60,2015243,C8,60,30,CH Claro,0.2728625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,2015243 C8 7.5,2015243,C8,7.5,15,CH Claro,0.219310417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,2015243 C8 90,2015243,C8,90,30,CH Claro,0.308429167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,2015243 C9 120,2015243,C9,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,2015243 C9 30,2015243,C9,30,30,Probus,0.210368229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,2015243 C9 60,2015243,C9,60,30,Probus,0.24679375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,2015243 C9 7.5,2015243,C9,7.5,15,Probus,0.217441146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,2015243 C9 90,2015243,C9,90,30,Probus,0.240428125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,2015244 C1 120,2015244,C1,120,30,Zinal,0.310652083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,2015244 C1 30,2015244,C1,30,30,Zinal,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,2015244 C1 60,2015244,C1,60,30,Zinal,0.2765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,2015244 C1 7.5,2015244,C1,7.5,15,Zinal,0.245126563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,2015244 C1 90,2015244,C1,90,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,2015244 C10 120,2015244,C10,120,30,Zinal,0.310096354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,2015244 C10 30,2015244,C10,30,30,Zinal,0.255634896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,2015244 C10 60,2015244,C10,60,30,Zinal,0.240125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,2015244 C10 7.5,2015244,C10,7.5,15,Zinal,0.237902083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,2015244 C10 90,2015244,C10,90,30,Zinal,0.298628125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,2015244 C11 120,2015244,C11,120,30,Zinal,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,2015244 C11 30,2015244,C11,30,30,Zinal,0.28135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,2015244 C11 60,2015244,C11,60,30,Zinal,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,2015244 C11 7.5,2015244,C11,7.5,15,Zinal,0.2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,2015244 C11 90,2015244,C11,90,30,Zinal,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,2015244 C12 120,2015244,C12,120,30,Monte Calme 268,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,2015244 C12 30,2015244,C12,30,30,Monte Calme 268,0.232748958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,2015244 C12 60,2015244,C12,60,30,Monte Calme 268,0.252300521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,2015244 C12 7.5,2015244,C12,7.5,15,Monte Calme 268,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,2015244 C12 90,2015244,C12,90,30,Monte Calme 268,0.303175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,2015244 C2 120,2015244,C2,120,30,Probus,0.298274479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,2015244 C2 30,2015244,C2,30,30,Probus,0.216077083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,2015244 C2 60,2015244,C2,60,30,Probus,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,2015244 C2 7.5,2015244,C2,7.5,15,Probus,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,2015244 C2 90,2015244,C2,90,30,Probus,0.30135625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,2015244 C3 120,2015244,C3,120,30,CH Claro,0.291252083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,2015244 C3 30,2015244,C3,30,30,CH Claro,0.291504688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,2015244 C3 60,2015244,C3,60,30,CH Claro,0.240125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,2015244 C3 7.5,2015244,C3,7.5,15,CH Claro,0.259525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,2015244 C3 90,2015244,C3,90,30,CH Claro,0.308075521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,2015244 C4 120,2015244,C4,120,30,Monte Calme 268,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,2015244 C4 30,2015244,C4,30,30,Monte Calme 268,0.265536979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,2015244 C4 60,2015244,C4,60,30,Monte Calme 268,0.2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,2015244 C4 7.5,2015244,C4,7.5,15,Monte Calme 268,0.254776042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,2015244 C4 90,2015244,C4,90,30,Monte Calme 268,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,2015244 C5 120,2015244,C5,120,30,Probus,0.310551042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,2015244 C5 30,2015244,C5,30,30,Probus,0.264375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,2015244 C5 60,2015244,C5,60,30,Probus,0.283522396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,2015244 C5 7.5,2015244,C5,7.5,15,Probus,0.196475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,2015244 C5 90,2015244,C5,90,30,Probus,0.307620833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,2015244 C6 120,2015244,C6,120,30,CH Claro,0.320099479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,2015244 C6 30,2015244,C6,30,30,CH Claro,0.282410938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,2015244 C6 60,2015244,C6,60,30,CH Claro,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,2015244 C6 7.5,2015244,C6,7.5,15,CH Claro,0.247854688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,2015244 C6 90,2015244,C6,90,30,CH Claro,0.311814063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,2015244 C7 120,2015244,C7,120,30,Monte Calme 268,0.295142188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,2015244 C7 30,2015244,C7,30,30,Monte Calme 268,0.2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,2015244 C7 60,2015244,C7,60,30,Monte Calme 268,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,2015244 C7 7.5,2015244,C7,7.5,15,Monte Calme 268,0.243055208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,2015244 C7 90,2015244,C7,90,30,Monte Calme 268,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,2015244 C8 120,2015244,C8,120,30,CH Claro,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,2015244 C8 30,2015244,C8,30,30,CH Claro,0.286654688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,2015244 C8 60,2015244,C8,60,30,CH Claro,0.27165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,2015244 C8 7.5,2015244,C8,7.5,15,CH Claro,0.215875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,2015244 C8 90,2015244,C8,90,30,CH Claro,0.307620833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,2015244 C9 120,2015244,C9,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
